name,type,year,movieLength,genres,rating.kp,rating.imdb,rating.filmCritics,rating.russianFilmCritics,rating.await,votes.kp,votes.imdb,votes.filmCritics,votes.russianFilmCritics,votes.await,budget.currency,budget.value,premiere.country,premiere.digital,premiere.cinema,premiere.bluray,premiere.dvd,premiere.russia,premiere.world,fees.russia.value,fees.russia.currency,fees.usa.value,fees.usa.currency,fees.world.value,fees.world.currency,distributors.distributor,distributors.distributorRelease,fees.russia,fees.usa,fees.world
Аладдин,movie,2019,128.0,"[{'name': 'мюзикл'}, {'name': 'фэнтези'}, {'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.304,6.9,5.9,83.3333,,397262,299715,388,12,0,$,183000000.0,,2019-08-30T00:00:00.000Z,,,,2019-05-23T00:00:00.000Z,2019-05-08T00:00:00.000Z,21825132.0,$,355559216.0,$,1050693953.0,$,WDSSPR,,,,
Великий уравнитель,movie,2014,132.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",7.103,7.3,5.7,75.0,,394321,439935,204,8,0,$,55000000.0,,,,2015-01-15T00:00:00.000Z,2015-01-15T00:00:00.000Z,2014-09-25T00:00:00.000Z,2014-09-07T00:00:00.000Z,5121810.0,$,101530738.0,$,192330738.0,$,,,,,
Калашников,movie,2020,104.0,"[{'name': 'биография'}, {'name': 'история'}]",7.921,6.6,0.0,60.0,,393056,5400,0,5,0,₽,200064400.0,,,,,,2020-02-20T00:00:00.000Z,2020-02-21T00:00:00.000Z,1744752.0,$,,,,,,,,,
Звёздные войны: Эпизод 3 – Месть ситхов,movie,2005,140.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'фэнтези'}, {'name': 'приключения'}]",8.119,7.6,7.3,0.0,,392978,870716,304,2,0,$,113000000.0,,,,,2005-12-20T00:00:00.000Z,2005-05-19T00:00:00.000Z,2005-05-12T00:00:00.000Z,8360000.0,$,380270577.0,$,849997605.0,$,"Гемини Киномир, Двадцатый Век Фокс СНГ",Гемини-Фильм,,,
2012,movie,2009,158.0,"[{'name': 'фантастика'}, {'name': 'приключения'}, {'name': 'боевик'}]",6.904,5.8,5.2,71.4286,,392304,407630,242,7,0,$,200000000.0,,,,2010-04-08T00:00:00.000Z,2009-12-10T00:00:00.000Z,2009-11-12T00:00:00.000Z,2009-11-11T00:00:00.000Z,36626308.0,$,166112167.0,$,769679473.0,$,BVSPR Sony,Columbia/Sony,,,
Постучись в мою Тверь,movie,2024,,"[{'name': 'комедия'}, {'name': 'мелодрама'}]",7.093,5.4,0.0,0.0,,391687,339,0,0,0,,,,,,,,2025-01-01T00:00:00.000Z,,1777279.0,$,,,,,,,,,
Груз 200,movie,2007,90.0,"[{'name': 'триллер'}, {'name': 'драма'}]",6.762,7.1,6.8,75.0,,391301,12219,21,8,0,,,,,,2009-07-07T00:00:00.000Z,2007-07-12T00:00:00.000Z,2007-06-14T00:00:00.000Z,2007-08-29T00:00:00.000Z,570000.0,$,,,592673.0,$,,,,,
Голодные игры: И вспыхнет пламя,movie,2013,146.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",7.476,7.5,7.6,81.8182,,391187,741339,292,22,0,$,130000000.0,,,,2014-03-14T00:00:00.000Z,2014-03-14T00:00:00.000Z,2013-11-21T00:00:00.000Z,2013-11-11T00:00:00.000Z,23560907.0,$,424668047.0,$,865011746.0,$,,,,,
Мумия,movie,1999,124.0,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'боевик'}]",7.829,7.1,6.0,0.0,,391085,477843,106,0,0,$,80000000.0,,,,2008-12-09T00:00:00.000Z,2006-11-28T00:00:00.000Z,1999-07-01T00:00:00.000Z,1999-04-16T00:00:00.000Z,,,155385488.0,$,415933406.0,$,Ист-Вест,Юниверсал Пикчерс Рус,,,
Изгой,movie,2000,143.0,"[{'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'приключения'}]",8.254,7.8,7.4,33.3333,,388689,659420,156,3,0,$,90000000.0,,,,,2001-12-25T00:00:00.000Z,2001-01-25T00:00:00.000Z,2000-12-07T00:00:00.000Z,,,233632142.0,$,429632142.0,$,Ист-Вест,Premier Digital,,,
Треугольник печали,movie,2022,147.0,"[{'name': 'драма'}, {'name': 'комедия'}]",6.514,7.3,7.2,66.6667,,387960,199475,281,27,0,$,15600000.0,,2023-01-05T00:00:00.000Z,,,,2022-12-01T00:00:00.000Z,2022-05-21T00:00:00.000Z,1165175.0,$,4608096.0,$,26195743.0,$,,,,,
Приключения Паддингтона 2,movie,2017,103.0,"[{'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'семейный'}]",8.185,7.8,8.7,100.0,,385193,102415,251,5,0,$,40000000.0,,2018-03-13T00:00:00.000Z,,,,2018-01-20T00:00:00.000Z,2017-11-05T00:00:00.000Z,6825836.0,$,40891591.0,$,227291591.0,$,,,,,
Человек-паук 3: Враг в отражении,movie,2007,139.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.12,6.3,6.2,0.0,,385186,661113,261,1,0,$,258000000.0,,,,2008-03-20T00:00:00.000Z,2007-07-05T00:00:00.000Z,2007-05-03T00:00:00.000Z,2007-04-03T00:00:00.000Z,13946650.0,$,336530303.0,$,890871626.0,$,BVSPR,Columbia/Sony,,,
Облачный атлас,movie,2012,172.0,"[{'name': 'фантастика'}, {'name': 'драма'}, {'name': 'боевик'}, {'name': 'детектив'}, {'name': 'приключения'}]",7.763,7.4,6.7,77.2727,,383934,379687,288,22,0,$,102000000.0,,,,2012-12-17T00:00:00.000Z,2012-12-17T00:00:00.000Z,2012-11-08T00:00:00.000Z,2012-09-08T00:00:00.000Z,16517342.0,$,27108272.0,$,130482868.0,$,,,,,
Дневник Бриджит Джонс,movie,2001,97.0,"[{'name': 'комедия'}, {'name': 'мелодрама'}, {'name': 'драма'}]",7.447,6.8,6.9,0.0,,383020,273607,164,2,0,$,25000000.0,,,,,2006-04-18T00:00:00.000Z,2001-07-11T00:00:00.000Z,2001-03-10T00:00:00.000Z,,,71543427.0,$,281929795.0,$,,,,,
Шестое чувство,movie,1999,107.0,"[{'name': 'детектив'}, {'name': 'фэнтези'}, {'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'драма'}]",8.185,8.2,7.7,0.0,,381873,1088589,167,1,0,$,40000000.0,,,,,2000-04-27T00:00:00.000Z,2000-02-25T00:00:00.000Z,1999-08-02T00:00:00.000Z,900000.0,$,293506292.0,$,672806292.0,$,Каскад фильм,Columbia/Sony,,,
Бэтмен: Начало,movie,2005,140.0,"[{'name': 'боевик'}, {'name': 'фантастика'}, {'name': 'приключения'}, {'name': 'драма'}]",7.93,8.2,7.7,0.0,,381528,1630461,289,1,0,$,150000000.0,,,,2008-12-16T00:00:00.000Z,2009-03-03T00:00:00.000Z,2005-06-16T00:00:00.000Z,2005-05-31T00:00:00.000Z,1350000.0,$,205343774.0,$,371853783.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Первый мститель,movie,2011,124.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}, {'name': 'военный'}]",6.732,6.9,7.0,76.9231,,380183,923137,274,13,0,$,140000000.0,,,,2011-12-15T00:00:00.000Z,2011-12-08T00:00:00.000Z,2011-07-28T00:00:00.000Z,2011-07-19T00:00:00.000Z,8638782.0,$,176654505.0,$,370569774.0,$,Централ Партнершип,Новый Диск,,,
Револьвер,movie,2005,111.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'детектив'}]",7.348,6.3,3.4,100.0,,379967,105415,67,4,0,€,20000000.0,,,,2009-12-24T00:00:00.000Z,,2005-09-22T00:00:00.000Z,2005-09-11T00:00:00.000Z,1960000.0,$,84738.0,$,6161383.0,$,,,,,
Капитан Марвел,movie,2019,123.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",6.501,6.8,6.8,46.6667,,379259,630571,549,15,0,$,175000000.0,,2019-05-31T00:00:00.000Z,,,,2019-03-07T00:00:00.000Z,2019-02-27T00:00:00.000Z,20693769.0,$,426829839.0,$,1128274794.0,$,WDSSPR,,,,
Небриллиантовая рука,movie,2024,144.0,[{'name': 'комедия'}],6.483,0.0,0.0,0.0,,379223,0,0,1,0,,,,,,,,2024-12-31T00:00:00.000Z,,,,,,,,,,,,
Одиннадцать друзей Оушена,movie,2001,116.0,"[{'name': 'криминал'}, {'name': 'триллер'}]",8.082,7.7,7.0,0.0,,379081,639541,188,2,0,$,85000000.0,,,,2010-11-02T00:00:00.000Z,2002-12-10T00:00:00.000Z,2002-02-28T00:00:00.000Z,2001-12-05T00:00:00.000Z,3200000.0,$,183417150.0,$,450717150.0,$,Каро-Премьер,"Premier Digital, Юниверсал Пикчерс Рус",,,
Добро пожаловать в Zомбилэнд,movie,2009,84.0,"[{'name': 'ужасы'}, {'name': 'комедия'}, {'name': 'боевик'}]",7.425,7.5,7.4,75.0,,378932,640217,255,4,0,$,23600000.0,,,,2010-02-25T00:00:00.000Z,2009-11-05T00:00:00.000Z,2009-10-08T00:00:00.000Z,2009-09-25T00:00:00.000Z,3924060.0,$,75590286.0,$,102392080.0,$,BVSPR Sony,Columbia/Sony,,,
Солнцестояние,movie,2019,148.0,"[{'name': 'ужасы'}, {'name': 'драма'}, {'name': 'триллер'}]",6.424,7.1,7.6,75.0,,376527,439760,411,12,0,$,9000000.0,,2019-10-01T00:00:00.000Z,,,,2019-07-18T00:00:00.000Z,2019-06-24T00:00:00.000Z,869833.0,$,27426361.0,$,47871968.0,$,,,,,
Малышка на миллион,movie,2004,132.0,"[{'name': 'драма'}, {'name': 'спорт'}]",8.139,8.1,8.4,0.0,,375766,740595,268,2,0,$,30000000.0,,,,,2005-04-07T00:00:00.000Z,2005-03-10T00:00:00.000Z,2004-12-05T00:00:00.000Z,365000.0,$,100492203.0,$,216763646.0,$,,,,,
Звёздные войны: Эпизод 1 – Скрытая угроза,movie,1999,136.0,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.926,6.5,5.9,0.0,,373334,883194,242,0,0,$,115000000.0,,,,2011-09-15T00:00:00.000Z,2010-12-09T00:00:00.000Z,1999-07-29T00:00:00.000Z,1999-05-16T00:00:00.000Z,4750000.0,$,431088295.0,$,924305084.0,$,"Гемини, Двадцатый Век Фокс СНГ",Двадцатый Век Фокс СНГ,,,
Пол: Секретный материальчик,movie,2011,104.0,"[{'name': 'фантастика'}, {'name': 'комедия'}, {'name': 'приключения'}]",7.239,6.9,6.3,60.0,,373202,272662,205,5,0,$,40000000.0,,,,2011-06-28T00:00:00.000Z,2011-06-21T00:00:00.000Z,2011-03-24T00:00:00.000Z,2011-02-07T00:00:00.000Z,2889948.0,$,37412945.0,$,97984015.0,$,UPI,Юниверсал Пикчерс Рус,,,
Назад в будущее 3,movie,1990,118.0,"[{'name': 'фантастика'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'вестерн'}, {'name': 'семейный'}]",8.194,7.5,6.8,0.0,,372899,496075,48,0,0,$,40000000.0,,,,,2003-11-20T00:00:00.000Z,,1990-05-25T00:00:00.000Z,,,87727583.0,$,244527583.0,$,,Premier Digital,,,
Троя,movie,2004,163.0,"[{'name': 'боевик'}, {'name': 'история'}, {'name': 'драма'}, {'name': 'мелодрама'}]",8.053,7.3,6.0,0.0,,371792,587924,228,1,0,$,175000000.0,,,,2010-10-26T00:00:00.000Z,2004-08-26T00:00:00.000Z,2004-05-21T00:00:00.000Z,2004-05-09T00:00:00.000Z,12305000.0,$,133378256.0,$,497409852.0,$,Каро-Премьер,"Premier Digital, Юниверсал Пикчерс Рус",,,
Маме снова 17,movie,2024,108.0,"[{'name': 'комедия'}, {'name': 'фантастика'}]",7.537,5.5,0.0,0.0,,370241,169,0,2,0,,,,2024-10-31T00:00:00.000Z,,,,2024-09-19T00:00:00.000Z,2024-09-19T00:00:00.000Z,546363.0,$,,,,,,,,,
Сплит,movie,2017,117.0,"[{'name': 'триллер'}, {'name': 'ужасы'}]",7.033,7.3,6.6,88.8889,,369839,583880,313,18,0,$,9000000.0,,2017-05-11T00:00:00.000Z,,2017-06-26T00:00:00.000Z,2017-06-26T00:00:00.000Z,2017-03-16T00:00:00.000Z,2016-09-26T00:00:00.000Z,10114917.0,$,138291365.0,$,278454358.0,$,UPI,НД Плэй,,,
Уроки фарси,movie,2020,128.0,"[{'name': 'драма'}, {'name': 'военный'}, {'name': 'история'}]",7.921,7.4,6.4,94.7368,,369414,13580,49,19,0,,,,,,,,2021-04-08T00:00:00.000Z,2020-02-22T00:00:00.000Z,255728.0,$,,,4849240.0,$,,,,,
Экипаж,movie,2016,138.0,"[{'name': 'драма'}, {'name': 'триллер'}, {'name': 'приключения'}]",7.748,6.6,0.0,64.2857,,368634,6226,0,28,0,₽,650000000.0,,2016-06-01T00:00:00.000Z,,2016-09-28T00:00:00.000Z,2016-09-28T00:00:00.000Z,2016-04-21T00:00:00.000Z,2016-04-21T00:00:00.000Z,24741336.0,$,,,,,,,,,
Онегин,movie,2024,141.0,"[{'name': 'мелодрама'}, {'name': 'драма'}]",7.401,7.0,0.0,50.0,,368252,1186,0,4,0,,,,,,,,2024-03-07T00:00:00.000Z,,9784565.0,$,,,,,,,,,
Американская история X,movie,1998,119.0,"[{'name': 'драма'}, {'name': 'криминал'}]",8.294,8.5,7.3,0.0,,368120,1221212,89,0,0,$,20000000.0,,,,,2002-11-14T00:00:00.000Z,1999-07-22T00:00:00.000Z,1998-07-01T00:00:00.000Z,,,6719864.0,$,23875127.0,$,West,West Video,,,
Человек-паук 2,movie,2004,127.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.359,7.5,8.3,0.0,,367917,737201,275,0,0,$,200000000.0,,,,2008-03-20T00:00:00.000Z,2004-11-18T00:00:00.000Z,2004-06-30T00:00:00.000Z,2004-06-25T00:00:00.000Z,9325000.0,$,373585825.0,$,783766341.0,$,Каскад фильм,Columbia/Sony,,,
Логан,movie,2017,137.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}]",7.668,8.1,8.0,94.7368,,367917,879082,428,19,0,$,97000000.0,,2017-05-26T00:00:00.000Z,,,,2017-03-02T00:00:00.000Z,2017-02-17T00:00:00.000Z,17278718.0,$,226277068.0,$,619021436.0,$,Двадцатый Век Фокс СНГ,,,,
Иллюзионист,movie,2005,110.0,"[{'name': 'драма'}, {'name': 'фэнтези'}, {'name': 'триллер'}, {'name': 'мелодрама'}, {'name': 'детектив'}]",8.012,7.5,6.9,0.0,,366800,392491,196,1,0,$,16500000.0,,,,,2009-07-09T00:00:00.000Z,2006-10-19T00:00:00.000Z,2006-01-22T00:00:00.000Z,965000.0,$,39868642.0,$,87892388.0,$,,,,,
Мистер и миссис Смит,movie,2005,120.0,"[{'name': 'боевик'}, {'name': 'комедия'}, {'name': 'триллер'}, {'name': 'криминал'}]",7.543,6.5,6.1,0.0,,366227,561758,209,1,0,$,110000000.0,,,,,2005-07-14T00:00:00.000Z,2005-06-16T00:00:00.000Z,2005-06-07T00:00:00.000Z,8720000.0,$,186336279.0,$,487287646.0,$,Централ Партнершип,CP-Digital,,,
Чёрная Вдова,movie,2021,134.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",6.305,6.6,6.9,70.3704,,365797,446898,460,27,0,$,200000000.0,,2021-09-17T00:00:00.000Z,,,,2021-07-08T00:00:00.000Z,2021-06-30T00:00:00.000Z,9515922.0,$,183651655.0,$,379751655.0,$,Дисней Студиос,,,,
Звук свободы,movie,2023,131.0,"[{'name': 'драма'}, {'name': 'криминал'}, {'name': 'триллер'}]",8.11,7.6,5.9,66.6667,,365479,128933,83,3,0,$,14600000.0,,,,,,2023-09-14T00:00:00.000Z,2023-06-22T00:00:00.000Z,305732.0,$,184178046.0,$,250570396.0,$,,,,,
Всегда говори «ДА»,movie,2008,104.0,[{'name': 'комедия'}],7.809,6.8,5.3,0.0,,363358,392173,155,1,0,$,70000000.0,,,,2009-04-07T00:00:00.000Z,2009-04-07T00:00:00.000Z,2009-01-15T00:00:00.000Z,2008-12-09T00:00:00.000Z,7901532.0,$,97690976.0,$,223241637.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Принц Персии: Пески времени,movie,2010,115.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.327,6.5,5.1,55.5556,,363013,309990,228,9,0,$,150000000.0,,,,2010-09-30T00:00:00.000Z,2010-09-07T00:00:00.000Z,2010-05-27T00:00:00.000Z,2010-05-09T00:00:00.000Z,21534693.0,$,90759676.0,$,336365676.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Пролетая над гнездом кукушки,movie,1975,133.0,[{'name': 'драма'}],8.51,8.7,9.1,0.0,,361822,1106763,120,1,0,$,3000000.0,,,,2010-10-19T00:00:00.000Z,2001-05-25T00:00:00.000Z,2021-05-27T00:00:00.000Z,1975-11-19T00:00:00.000Z,117769.0,$,108981275.0,$,108981275.0,$,,"Мост-Видео, Юниверсал Пикчерс Рус",,,
Последний охотник на ведьм,movie,2015,106.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'приключения'}]",6.224,5.9,3.9,33.3333,,361069,112222,138,6,0,$,90000000.0,,2016-01-12T00:00:00.000Z,,2016-02-01T00:00:00.000Z,2016-02-01T00:00:00.000Z,2015-10-29T00:00:00.000Z,2015-10-13T00:00:00.000Z,9516417.0,$,27367660.0,$,146936910.0,$,,,,,
Выстрел в пустоту,movie,2015,120.0,"[{'name': 'криминал'}, {'name': 'триллер'}, {'name': 'драма'}]",7.656,7.3,5.9,0.0,,360852,102535,50,2,0,,,,,,,,2017-07-13T00:00:00.000Z,2017-06-17T00:00:00.000Z,230007.0,$,,,3440362.0,$,,,,,
Привидение,movie,1990,127.0,"[{'name': 'мелодрама'}, {'name': 'фэнтези'}, {'name': 'триллер'}, {'name': 'драма'}]",8.179,7.1,6.9,100.0,,360826,245586,79,3,0,$,22000000.0,,,,2011-04-05T00:00:00.000Z,2009-12-22T00:00:00.000Z,,1990-07-13T00:00:00.000Z,,,217631306.0,$,505702588.0,$,,Юниверсал Пикчерс Рус,,,
Тихое место,movie,2018,90.0,"[{'name': 'ужасы'}, {'name': 'фантастика'}, {'name': 'драма'}]",6.841,7.5,8.2,92.3077,,358760,621726,386,13,0,$,17000000.0,,2018-07-12T00:00:00.000Z,,2018-07-23T00:00:00.000Z,2018-07-23T00:00:00.000Z,2018-04-12T00:00:00.000Z,2018-03-09T00:00:00.000Z,5448960.0,$,188024361.0,$,340939361.0,$,Централ Партнершип,НД Плэй,,,
Новый Человек-паук,movie,2012,131.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",6.935,6.9,6.6,50.0,,357695,725825,336,16,0,$,230000000.0,,,,2012-10-30T00:00:00.000Z,2012-10-30T00:00:00.000Z,2012-07-05T00:00:00.000Z,2012-06-13T00:00:00.000Z,22241551.0,$,262030663.0,$,757930663.0,$,WDSSPR,Columbia/Sony,,,
Убийство в Восточном экспрессе,movie,2017,114.0,"[{'name': 'детектив'}, {'name': 'криминал'}, {'name': 'драма'}]",6.894,6.5,6.1,75.0,,356416,308150,300,12,0,$,55000000.0,,2018-02-23T00:00:00.000Z,,,,2017-11-09T00:00:00.000Z,2017-11-03T00:00:00.000Z,16668164.0,$,102826543.0,$,352789811.0,$,Двадцатый Век Фокс СНГ,,,,
Отпетые мошенницы,movie,2019,93.0,"[{'name': 'комедия'}, {'name': 'криминал'}]",6.515,5.5,3.9,0.0,,355829,67945,171,0,0,$,21000000.0,,2019-09-02T00:00:00.000Z,,,,2019-05-10T00:00:00.000Z,2019-05-08T00:00:00.000Z,6260039.0,$,35417038.0,$,95017038.0,$,UPI,,,,
Бегущий в лабиринте,movie,2014,113.0,"[{'name': 'фантастика'}, {'name': 'триллер'}, {'name': 'приключения'}]",6.823,6.8,5.9,50.0,,355185,530035,173,8,0,$,34000000.0,,,,2014-12-18T00:00:00.000Z,2014-12-18T00:00:00.000Z,2014-09-18T00:00:00.000Z,2014-09-11T00:00:00.000Z,13886158.0,$,102427862.0,$,348319861.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
Первый мститель: Другая война,movie,2014,136.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",7.268,7.7,7.7,91.6667,,354252,924948,309,24,0,$,170000000.0,,,,2014-08-12T00:00:00.000Z,2014-08-12T00:00:00.000Z,2014-04-03T00:00:00.000Z,2014-03-13T00:00:00.000Z,15079693.0,$,259766572.0,$,714421503.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Прометей,movie,2012,124.0,"[{'name': 'фантастика'}, {'name': 'ужасы'}]",7.02,7.0,7.0,38.0952,,353967,672360,312,21,0,$,130000000.0,,,,2012-10-04T00:00:00.000Z,2012-10-04T00:00:00.000Z,2012-05-31T00:00:00.000Z,2012-04-11T00:00:00.000Z,21792160.0,$,126477084.0,$,403354469.0,$,Двадцатый Век Фокс СНГ,Двадцатый Век Фокс СНГ,,,
Баба Яга спасает Новый год,movie,2024,99.0,"[{'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.471,0.0,0.0,0.0,,353936,0,0,2,0,,,,,,,,2024-12-12T00:00:00.000Z,,4920952.0,$,,,,,,,,,
Социальная сеть,movie,2010,120.0,"[{'name': 'драма'}, {'name': 'биография'}]",7.725,7.8,9.0,85.7143,,353771,782730,335,7,0,$,50000000.0,,,,2011-02-24T00:00:00.000Z,2010-11-25T00:00:00.000Z,2010-10-28T00:00:00.000Z,2010-09-24T00:00:00.000Z,4596851.0,$,96962694.0,$,224920315.0,$,WDSSPR,Columbia/Sony,,,
Убойные каникулы,movie,2010,85.0,"[{'name': 'комедия'}, {'name': 'триллер'}]",7.682,7.5,6.9,80.0,,353086,199727,114,5,0,,,,,,,2011-01-20T00:00:00.000Z,2010-12-09T00:00:00.000Z,2010-07-03T00:00:00.000Z,2991947.0,$,223838.0,$,5241377.0,$,,,,,
Тор 2: Царство тьмы,movie,2013,108.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.226,6.7,6.3,94.7368,,352722,745350,289,19,0,$,170000000.0,,,,2014-02-25T00:00:00.000Z,2014-02-25T00:00:00.000Z,2013-11-07T00:00:00.000Z,2013-10-22T00:00:00.000Z,35835927.0,$,206362140.0,$,644783140.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Родные,movie,2021,98.0,"[{'name': 'комедия'}, {'name': 'драма'}]",7.403,0.0,0.0,57.1429,,352486,0,0,14,0,,,,2021-02-11T00:00:00.000Z,,,,2021-02-11T00:00:00.000Z,,6673397.0,$,,,,,,,,,
Терминатор,movie,1984,108.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}]",7.982,8.1,8.8,0.0,,351041,955360,73,2,0,$,6400000.0,,,,2012-10-04T00:00:00.000Z,2005-03-01T00:00:00.000Z,1992-01-01T00:00:00.000Z,1984-10-26T00:00:00.000Z,,,38371200.0,$,78371200.0,$,,"Гемини-Фильм, Двадцатый Век Фокс СНГ",,,
