name,type,year,movieLength,genres,rating.kp,rating.imdb,rating.filmCritics,rating.russianFilmCritics,rating.await,votes.kp,votes.imdb,votes.filmCritics,votes.russianFilmCritics,votes.await,budget.currency,budget.value,premiere.country,premiere.digital,premiere.cinema,premiere.bluray,premiere.dvd,premiere.russia,premiere.world,fees.russia.value,fees.russia.currency,fees.usa.value,fees.usa.currency,fees.world.value,fees.world.currency,distributors.distributor,distributors.distributorRelease,fees.russia,fees.usa,fees.world
Мстители: Эра Альтрона,movie,2015,141.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.257,7.3,6.8,80.9524,,453482,950434,376,21,0,$,250000000.0,,,,2015-09-22T00:00:00.000Z,2015-09-22T00:00:00.000Z,2015-04-23T00:00:00.000Z,2015-04-13T00:00:00.000Z,33848076.0,$,459005868.0,$,1402805868.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Дом странных детей Мисс Перегрин,movie,2016,127.0,"[{'name': 'фэнтези'}, {'name': 'драма'}, {'name': 'приключения'}]",6.905,6.7,6.0,100.0,,453464,198669,258,14,0,$,110000000.0,,2016-12-29T00:00:00.000Z,,,,2016-10-06T00:00:00.000Z,2016-09-25T00:00:00.000Z,15547490.0,$,87242834.0,$,296482446.0,$,Двадцатый Век Фокс СНГ,,,,
Человек-паук: Нет пути домой,movie,2021,148.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}, {'name': 'фэнтези'}]",7.927,8.2,7.9,78.5714,,451683,937462,430,14,0,$,200000000.0,,,,,,2021-12-15T00:00:00.000Z,2021-12-13T00:00:00.000Z,68589889.0,$,814866759.0,$,1952706811.0,$,СППР,,,,
Еретик,movie,2024,111.0,"[{'name': 'ужасы'}, {'name': 'триллер'}]",6.658,7.0,7.3,85.0,,450693,114554,280,20,0,$,10000000.0,,2024-12-13T00:00:00.000Z,,,,2024-11-14T00:00:00.000Z,2024-09-08T00:00:00.000Z,,,,,58372692.0,$,,,,,
Выживший,movie,2015,156.0,"[{'name': 'приключения'}, {'name': 'вестерн'}, {'name': 'боевик'}, {'name': 'драма'}, {'name': 'биография'}]",7.843,8.0,7.8,89.4737,,449706,902897,401,19,0,$,135000000.0,,2016-03-22T00:00:00.000Z,,,,2016-01-07T00:00:00.000Z,2015-12-16T00:00:00.000Z,15578241.0,$,183637894.0,$,532950503.0,$,Двадцатый Век Фокс СНГ,,,,
Пианист,movie,2002,149.0,"[{'name': 'драма'}, {'name': 'военный'}, {'name': 'биография'}, {'name': 'музыка'}]",8.472,8.5,8.2,42.8571,,447606,955364,187,7,0,$,35000000.0,,,,,2003-07-31T00:00:00.000Z,2003-05-08T00:00:00.000Z,2002-05-24T00:00:00.000Z,178606.0,$,32572577.0,$,120072577.0,$,Союз,Союз-Видео,,,
Джон Уик 2,movie,2017,122.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",7.161,7.4,7.4,100.0,,447376,533721,283,11,0,$,40000000.0,,2017-05-23T00:00:00.000Z,,,,2017-02-09T00:00:00.000Z,2017-01-30T00:00:00.000Z,6395669.0,$,92029184.0,$,171539887.0,$,,,,,
Кунг-фу жеребец,movie,2023,126.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'боевик'}]",7.957,6.3,5.8,100.0,,446559,6640,33,3,0,,,,2023-06-01T00:00:00.000Z,,,,2023-05-04T00:00:00.000Z,2023-03-31T00:00:00.000Z,485415.0,$,128950.0,$,36258730.0,$,,,,,
Телохранитель киллера,movie,2017,118.0,"[{'name': 'боевик'}, {'name': 'комедия'}]",7.083,6.9,5.2,81.8182,,443233,253975,227,11,0,$,30000000.0,,2017-11-11T00:00:00.000Z,,2017-11-27T00:00:00.000Z,2017-11-27T00:00:00.000Z,2017-08-17T00:00:00.000Z,2017-08-10T00:00:00.000Z,4682303.0,$,75468583.0,$,183415183.0,$,,,,,
Люси,movie,2014,89.0,"[{'name': 'боевик'}, {'name': 'фантастика'}]",6.762,6.4,6.1,81.8182,,442990,551965,236,22,0,$,40000000.0,,,,2014-12-04T00:00:00.000Z,2014-12-04T00:00:00.000Z,2014-09-11T00:00:00.000Z,2014-07-25T00:00:00.000Z,22247979.0,$,126663600.0,$,458863600.0,$,UPI,Двадцатый Век Фокс СНГ,,,
Игра в имитацию,movie,2014,114.0,"[{'name': 'биография'}, {'name': 'военный'}, {'name': 'драма'}, {'name': 'история'}]",7.752,8.0,7.7,56.25,,442617,846905,285,16,0,$,14000000.0,,,,,,2015-02-05T00:00:00.000Z,2014-08-29T00:00:00.000Z,3171684.0,$,91125683.0,$,233555708.0,$,Централ Партнершип,,,,
Апгрейд,movie,2018,100.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'детектив'}, {'name': 'криминал'}]",7.624,7.5,7.3,100.0,,442184,219110,190,6,0,$,5000000.0,,2019-01-01T00:00:00.000Z,,,,2018-11-22T00:00:00.000Z,2018-03-10T00:00:00.000Z,950602.0,$,11977130.0,$,16593554.0,$,,,,,
Обливион,movie,2013,125.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}, {'name': 'мелодрама'}]",7.23,7.0,5.9,66.6667,,441976,567117,255,21,0,$,120000000.0,,,,2013-08-22T00:00:00.000Z,2013-08-22T00:00:00.000Z,2013-04-11T00:00:00.000Z,2013-03-26T00:00:00.000Z,19130959.0,$,89107235.0,$,286168572.0,$,UPI,Двадцатый Век Фокс СНГ,,,
Риддик,movie,2013,119.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",6.744,6.4,5.4,78.5714,,440727,181683,173,14,0,$,38000000.0,,,,2014-02-06T00:00:00.000Z,2014-02-06T00:00:00.000Z,2013-09-12T00:00:00.000Z,2013-08-28T00:00:00.000Z,10246070.0,$,42025135.0,$,98337295.0,$,,,,,
Собачье сердце,movie,1988,136.0,"[{'name': 'драма'}, {'name': 'комедия'}, {'name': 'фантастика'}]",8.412,8.5,0.0,0.0,,439735,9607,0,0,0,,,,,,2011-10-25T00:00:00.000Z,2011-01-11T00:00:00.000Z,2023-03-16T00:00:00.000Z,1988-11-20T00:00:00.000Z,19729.0,$,,,,,,,,,
Малефисента,movie,2014,97.0,"[{'name': 'фэнтези'}, {'name': 'семейный'}, {'name': 'мелодрама'}, {'name': 'приключения'}]",7.236,6.9,5.8,68.75,,439171,410044,274,16,0,$,180000000.0,,,,2014-09-23T00:00:00.000Z,2014-09-23T00:00:00.000Z,2014-05-29T00:00:00.000Z,2014-05-28T00:00:00.000Z,37846941.0,$,241410378.0,$,758410378.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Никто,movie,2021,92.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",7.383,7.4,7.0,87.5,,437820,345044,288,16,0,$,16000000.0,,2021-06-10T00:00:00.000Z,,,,2021-03-18T00:00:00.000Z,2021-03-18T00:00:00.000Z,3569443.0,$,27568035.0,$,57510518.0,$,UPI,,,,
Война миров Z,movie,2013,116.0,"[{'name': 'ужасы'}, {'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.01,7.0,6.2,43.75,,436889,746251,278,16,0,$,190000000.0,,,,2013-09-30T00:00:00.000Z,2013-09-30T00:00:00.000Z,2013-06-27T00:00:00.000Z,2013-06-02T00:00:00.000Z,24831307.0,$,202359711.0,$,540007876.0,$,Централ Партнершип,Новый Диск,,,
Последний богатырь: Посланник Тьмы,movie,2021,108.0,"[{'name': 'фэнтези'}, {'name': 'комедия'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.203,5.5,0.0,75.0,,435858,858,0,4,0,,,,2022-02-17T00:00:00.000Z,,,,2021-12-23T00:00:00.000Z,,30139919.0,$,,,27052365.0,$,,,,,
Оружейный барон,movie,2005,122.0,"[{'name': 'драма'}, {'name': 'криминал'}]",7.729,7.6,6.3,0.0,,433412,346178,148,2,0,$,50000000.0,,,,,2006-02-09T00:00:00.000Z,2006-02-02T00:00:00.000Z,2005-09-16T00:00:00.000Z,273000.0,$,24149632.0,$,72617068.0,$,,,,,
В погоне за счастьем,movie,2006,117.0,"[{'name': 'драма'}, {'name': 'биография'}]",8.263,8.0,6.4,60.0,,433060,584309,175,5,0,$,55000000.0,,,,2007-07-19T00:00:00.000Z,2007-04-07T00:00:00.000Z,2007-03-22T00:00:00.000Z,2006-12-15T00:00:00.000Z,436781.0,$,163566459.0,$,307077295.0,$,Каскад фильм,Columbia/Sony,,,
Балканский рубеж,movie,2019,151.0,"[{'name': 'боевик'}, {'name': 'военный'}, {'name': 'драма'}, {'name': 'история'}]",7.999,6.6,0.0,55.5556,,431375,10771,0,9,0,₽,230000000.0,,2019-05-02T00:00:00.000Z,,,,2019-03-21T00:00:00.000Z,2019-03-21T00:00:00.000Z,4944386.0,$,,,5849400.0,$,,,,,
Чёрная Пантера,movie,2018,134.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",6.646,7.3,8.3,77.2727,,429258,864246,527,22,0,$,200000000.0,,2018-05-18T00:00:00.000Z,,,,2018-02-26T00:00:00.000Z,2018-01-29T00:00:00.000Z,18903062.0,$,700059566.0,$,1346913161.0,$,WDSSPR,,,,
Трасса 60,movie,2001,116.0,"[{'name': 'фантастика'}, {'name': 'фэнтези'}, {'name': 'драма'}, {'name': 'комедия'}, {'name': 'детектив'}, {'name': 'приключения'}]",8.098,7.5,6.5,0.0,,428681,38278,513,1,0,$,7000000.0,,,,,2002-10-31T00:00:00.000Z,,2002-04-13T00:00:00.000Z,,,,,8449.0,$,,Союз-Видео,,,
О чём говорят мужчины,movie,2010,93.0,[{'name': 'комедия'}],7.84,7.5,0.0,100.0,,427831,6989,0,5,0,$,1950000.0,,2010-04-01T00:00:00.000Z,,2010-04-08T00:00:00.000Z,2010-04-01T00:00:00.000Z,2010-03-04T00:00:00.000Z,2010-03-04T00:00:00.000Z,12060112.0,$,,,12824118.0,$,,,,,
Пираты Карибского моря: На странных берегах,movie,2011,136.0,"[{'name': 'приключения'}, {'name': 'боевик'}, {'name': 'фэнтези'}, {'name': 'комедия'}]",7.317,6.6,5.0,75.0,,427655,581092,275,8,0,$,378500000.0,,,,2011-09-06T00:00:00.000Z,2011-09-06T00:00:00.000Z,2011-05-18T00:00:00.000Z,2011-05-07T00:00:00.000Z,63670033.0,$,241071802.0,$,1045713802.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Крушение,movie,2022,107.0,"[{'name': 'боевик'}, {'name': 'триллер'}]",7.128,6.5,6.1,66.6667,,427150,89652,173,3,0,$,25000000.0,,,,,,2023-01-26T00:00:00.000Z,2023-01-11T00:00:00.000Z,2161758.0,$,32111181.0,$,74515586.0,$,,,,,
Безумный Макс: Дорога ярости,movie,2015,120.0,"[{'name': 'боевик'}, {'name': 'фантастика'}, {'name': 'приключения'}]",7.842,8.1,8.6,95.6522,,426764,1153325,439,23,0,$,150000000.0,,,,2015-09-17T00:00:00.000Z,2015-09-17T00:00:00.000Z,2015-05-14T00:00:00.000Z,2015-05-07T00:00:00.000Z,12530859.0,$,153636354.0,$,379436354.0,$,Каро-Премьер,CP Дистрибуция,,,
Форсаж,movie,2001,106.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",7.823,6.8,5.4,0.0,,423349,433777,157,0,0,$,38000000.0,,,,2009-08-04T00:00:00.000Z,2009-03-10T00:00:00.000Z,2001-10-18T00:00:00.000Z,2001-06-18T00:00:00.000Z,,,144533925.0,$,207283925.0,$,,,,,
Дневник памяти,movie,2004,124.0,"[{'name': 'драма'}, {'name': 'мелодрама'}]",8.25,7.8,5.7,100.0,,422183,647829,182,5,0,$,29000000.0,,,,2009-02-03T00:00:00.000Z,2005-03-22T00:00:00.000Z,2004-10-14T00:00:00.000Z,2004-05-20T00:00:00.000Z,450000.0,$,81001787.0,$,115533700.0,$,Каро-Премьер,"Юниверсал Пикчерс Рус, Premier Digital",,,
Джон Уик 3,movie,2019,130.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'криминал'}]",6.992,7.4,7.4,100.0,,421593,446721,356,9,0,$,55000000.0,,2019-08-30T00:00:00.000Z,,,,2019-05-16T00:00:00.000Z,2019-05-15T00:00:00.000Z,7715158.0,$,171015687.0,$,327777335.0,$,,,,,
Прибытие,movie,2016,116.0,"[{'name': 'фантастика'}, {'name': 'драма'}, {'name': 'детектив'}]",7.64,7.9,8.4,95.2381,,421231,806383,442,21,0,$,47000000.0,,2017-02-14T00:00:00.000Z,,,,2016-11-11T00:00:00.000Z,2016-09-01T00:00:00.000Z,5016474.0,$,100546139.0,$,203388186.0,$,,,,,
9 рота,movie,2005,139.0,"[{'name': 'боевик'}, {'name': 'драма'}, {'name': 'военный'}, {'name': 'история'}]",6.812,7.1,5.9,0.0,,419978,22019,16,2,0,$,6700000.0,,,,,2005-10-25T00:00:00.000Z,2005-09-29T00:00:00.000Z,2005-09-29T00:00:00.000Z,25555809.0,$,,,26146165.0,$,,,,,
Лекарь: Ученик Авиценны,movie,2013,155.0,"[{'name': 'приключения'}, {'name': 'история'}, {'name': 'драма'}]",8.063,7.2,0.0,66.6667,,419287,42942,0,3,0,$,36000000.0,,,,2014-04-01T00:00:00.000Z,2014-04-01T00:00:00.000Z,2014-02-06T00:00:00.000Z,2013-12-25T00:00:00.000Z,1246577.0,$,,,54000000.0,$,,,,,
Амели,movie,2001,122.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",8.037,8.3,8.2,100.0,,419016,813050,231,8,0,,,,2021-07-22T00:00:00.000Z,,,2001-11-20T00:00:00.000Z,2001-09-20T00:00:00.000Z,2001-04-25T00:00:00.000Z,,,33225499.0,$,173921954.0,$,,,,,
"Артур, ты король",movie,2024,107.0,"[{'name': 'драма'}, {'name': 'приключения'}, {'name': 'спорт'}]",8.303,7.0,5.9,0.0,,418720,33412,85,2,0,$,19000000.0,,,,,,2024-04-04T00:00:00.000Z,2024-02-22T00:00:00.000Z,1282737.0,$,25049006.0,$,40856831.0,$,,,,,
Прислуга,movie,2011,146.0,[{'name': 'драма'}],8.243,8.1,7.0,50.0,,417598,508117,233,8,0,$,25000000.0,,,,2012-03-27T00:00:00.000Z,2012-03-27T00:00:00.000Z,2012-02-16T00:00:00.000Z,2011-08-09T00:00:00.000Z,63000.0,$,169708112.0,$,216639112.0,$,WDSSPR,Уолт Дисней Компани СНГ,,,
Хоббит: Битва пяти воинств,movie,2014,144.0,"[{'name': 'фэнтези'}, {'name': 'приключения'}, {'name': 'боевик'}]",7.902,7.4,6.3,90.0,,416234,591799,265,20,0,$,250000000.0,,,,2015-03-26T00:00:00.000Z,2015-03-26T00:00:00.000Z,2014-12-11T00:00:00.000Z,2014-12-01T00:00:00.000Z,30917224.0,$,255138261.0,$,962201338.0,$,Каро-Премьер,"CP Дистрибуция, Lizard Cinema Trade",,,
Сумерки,movie,2008,122.0,"[{'name': 'фэнтези'}, {'name': 'драма'}, {'name': 'мелодрама'}]",6.701,5.3,5.4,0.0,,415874,501832,223,4,0,$,37000000.0,,,,2009-10-26T00:00:00.000Z,2009-04-07T00:00:00.000Z,2008-11-20T00:00:00.000Z,2008-11-17T00:00:00.000Z,3575549.0,$,192769854.0,$,392616625.0,$,West,West Video,,,
Трансформеры,movie,2007,143.0,"[{'name': 'фантастика'}, {'name': 'боевик'}]",7.597,7.1,5.8,0.0,,415845,692294,227,2,0,$,150000000.0,,,,2009-04-28T00:00:00.000Z,2010-12-14T00:00:00.000Z,2007-07-04T00:00:00.000Z,2007-06-12T00:00:00.000Z,15284050.0,$,319246193.0,$,709709780.0,$,UPI,Юниверсал Пикчерс Рус,,,
Ван Хельсинг,movie,2004,131.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'триллер'}, {'name': 'приключения'}]",7.601,6.1,4.3,0.0,,415746,295354,225,4,0,$,160000000.0,,,,,2004-07-08T00:00:00.000Z,2004-05-07T00:00:00.000Z,2004-05-03T00:00:00.000Z,8175000.0,$,120177084.0,$,300157638.0,$,Централ Партнершип,CP-Digital,,,
Я худею,movie,2018,102.0,[{'name': 'комедия'}],6.877,6.4,0.0,100.0,,414398,2617,0,7,0,₽,87649127.0,,2018-04-26T00:00:00.000Z,,2018-07-16T00:00:00.000Z,2018-07-16T00:00:00.000Z,2018-03-08T00:00:00.000Z,2018-03-11T00:00:00.000Z,11482662.0,$,,,10999346.0,$,,,,,
Ла-Ла Ленд,movie,2016,128.0,"[{'name': 'мюзикл'}, {'name': 'драма'}, {'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'музыка'}]",8.027,8.0,8.7,100.0,,413909,712208,470,32,0,$,30000000.0,,2017-04-19T00:00:00.000Z,,2017-05-22T00:00:00.000Z,2017-05-22T00:00:00.000Z,2017-01-12T00:00:00.000Z,2016-08-31T00:00:00.000Z,5913961.0,$,151101803.0,$,447407695.0,$,,,,,
Варкрафт,movie,2016,123.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.639,6.7,4.4,89.4737,,413104,287266,231,19,0,$,160000000.0,,2016-08-04T00:00:00.000Z,,2016-09-26T00:00:00.000Z,2016-09-26T00:00:00.000Z,2016-05-26T00:00:00.000Z,2016-05-24T00:00:00.000Z,23266264.0,$,47365290.0,$,439048914.0,$,UPI,НД Плэй,,,
Линкольн для адвоката,movie,2011,114.0,"[{'name': 'криминал'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'детектив'}]",7.865,7.3,6.7,0.0,,413015,260623,173,2,0,$,40000000.0,,,,2011-05-03T00:00:00.000Z,2011-05-03T00:00:00.000Z,2011-04-14T00:00:00.000Z,2011-03-10T00:00:00.000Z,2123738.0,$,58009200.0,$,86752352.0,$,Люксор,"Флагман-Трейд, CD Land",,,
Материнский инстинкт,movie,2024,94.0,"[{'name': 'триллер'}, {'name': 'драма'}]",7.142,6.3,5.5,0.0,,412127,19800,33,2,0,,,,2024-06-01T00:00:00.000Z,,,,2024-03-28T00:00:00.000Z,2024-01-11T00:00:00.000Z,,,,,3407219.0,$,,,,,
Реквием по мечте,movie,2000,102.0,[{'name': 'драма'}],8.012,8.3,7.4,80.0,,411640,929657,138,5,0,$,4500000.0,,,,,2001-10-16T00:00:00.000Z,2001-05-03T00:00:00.000Z,2000-05-14T00:00:00.000Z,,,3635482.0,$,7390108.0,$,West,West Video,,,
Первый мститель: Противостояние,movie,2016,142.0,"[{'name': 'фантастика'}, {'name': 'боевик'}]",7.409,7.8,7.8,80.0,,410660,878968,431,20,0,$,250000000.0,,2016-08-30T00:00:00.000Z,,,,2016-05-05T00:00:00.000Z,2016-04-12T00:00:00.000Z,16813618.0,$,408084349.0,$,1153296293.0,$,WDSSPR,,,,
Мастер и Маргарита,movie,2023,157.0,"[{'name': 'драма'}, {'name': 'фэнтези'}, {'name': 'мелодрама'}]",7.637,7.2,0.0,89.4737,,410431,4365,0,19,0,₽,1200000000.0,,,,,,2024-01-25T00:00:00.000Z,2024-01-25T00:00:00.000Z,29753763.0,$,,,,,,,,,
Крестный отец,movie,1972,175.0,"[{'name': 'драма'}, {'name': 'криминал'}]",8.705,9.2,9.4,0.0,,410191,2097896,152,1,0,$,6000000.0,,,,2013-08-19T00:00:00.000Z,2002-12-26T00:00:00.000Z,1992-02-03T00:00:00.000Z,1972-03-14T00:00:00.000Z,151566.0,$,133698921.0,$,243862778.0,$,,"DVD Магия, Новый Диск",,,
Васаби,movie,2001,94.0,"[{'name': 'боевик'}, {'name': 'триллер'}, {'name': 'драма'}, {'name': 'комедия'}, {'name': 'криминал'}]",7.781,6.6,5.2,0.0,,409381,43989,41,1,0,€,15300000.0,,,,,2002-11-21T00:00:00.000Z,,2001-10-31T00:00:00.000Z,350194.0,$,97220.0,$,10366360.0,$,,,,,
Чего хотят женщины,movie,2000,127.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'фэнтези'}]",7.786,6.5,5.7,0.0,,408926,229205,124,0,0,$,70000000.0,,,,,2009-07-30T00:00:00.000Z,2001-03-19T00:00:00.000Z,2000-12-13T00:00:00.000Z,,,182811707.0,$,374111707.0,$,,,,,
Дело храбрых,movie,2017,134.0,"[{'name': 'драма'}, {'name': 'триллер'}, {'name': 'биография'}, {'name': 'история'}]",8.259,7.6,7.1,100.0,,408199,81589,163,4,0,$,38000000.0,,2018-02-16T00:00:00.000Z,,,,2017-11-09T00:00:00.000Z,2017-10-18T00:00:00.000Z,248714.0,$,18343983.0,$,26351322.0,$,,,,,
"Знакомьтесь, Джо Блэк",movie,1998,178.0,"[{'name': 'мелодрама'}, {'name': 'фэнтези'}, {'name': 'драма'}]",8.078,7.2,5.6,0.0,,407959,278337,52,0,0,$,90000000.0,,,,2011-02-08T00:00:00.000Z,2006-11-21T00:00:00.000Z,1999-02-20T00:00:00.000Z,1998-11-02T00:00:00.000Z,,,44619100.0,$,142940100.0,$,Ист-Вест,Юниверсал Пикчерс Рус,,,
Непосредственно Каха!,movie,2020,110.0,[{'name': 'комедия'}],4.573,1.6,0.0,60.0,,407822,1417,0,5,0,,,,2021-11-19T00:00:00.000Z,,,,2020-11-12T00:00:00.000Z,,10387841.0,$,,,9995945.0,$,,,,,
Зависнуть в Палм-Спрингс,movie,2020,90.0,"[{'name': 'комедия'}, {'name': 'мелодрама'}, {'name': 'фантастика'}]",7.312,7.4,8.0,100.0,,407614,196620,254,7,0,,,,2020-08-13T00:00:00.000Z,,,,,2020-01-26T00:00:00.000Z,,,164000.0,$,1512871.0,$,,,,,
Пираты Карибского моря: Мертвецы не рассказывают сказки,movie,2017,129.0,"[{'name': 'фэнтези'}, {'name': 'боевик'}, {'name': 'комедия'}, {'name': 'приключения'}]",6.689,6.5,4.7,50.0,,407506,361189,291,22,0,$,230000000.0,,2017-09-15T00:00:00.000Z,,,,2017-05-25T00:00:00.000Z,2017-05-11T00:00:00.000Z,40541653.0,$,172558876.0,$,794861794.0,$,WDSSPR,,,,
Старикам тут не место,movie,2007,122.0,"[{'name': 'триллер'}, {'name': 'драма'}, {'name': 'криминал'}, {'name': 'вестерн'}]",7.815,8.2,8.8,66.6667,,406595,1107392,289,3,0,$,25000000.0,,,,2009-10-20T00:00:00.000Z,2011-03-10T00:00:00.000Z,2008-01-31T00:00:00.000Z,2007-05-19T00:00:00.000Z,1324300.0,$,74283625.0,$,171627166.0,$,UPI,"Новый Диск, Юниверсал Пикчерс Рус",,,
Реальная любовь,movie,2003,129.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}, {'name': 'драма'}]",7.96,7.6,6.4,83.3333,,406179,555910,230,6,0,£,40000000.0,,,,2009-12-17T00:00:00.000Z,2004-02-26T00:00:00.000Z,2003-12-11T00:00:00.000Z,2003-09-07T00:00:00.000Z,2070000.0,$,59696144.0,$,244931766.0,$,,,,,
Мальчишник в Вегасе,movie,2009,96.0,[{'name': 'комедия'}],7.868,7.7,6.9,100.0,,406020,876687,239,4,0,$,35000000.0,,,,2009-11-24T00:00:00.000Z,2009-11-24T00:00:00.000Z,2009-06-11T00:00:00.000Z,2009-05-30T00:00:00.000Z,5260019.0,$,277322503.0,$,467483912.0,$,Каро-Премьер,Юниверсал Пикчерс Рус,,,
Домовенок Кузя,movie,2024,90.0,"[{'name': 'комедия'}, {'name': 'семейный'}, {'name': 'фэнтези'}]",7.699,6.6,0.0,25.0,,405122,799,0,4,0,,,,,,,,2024-12-19T00:00:00.000Z,2025-01-03T00:00:00.000Z,12625795.0,$,,,,,,,,,
Книга Илая,movie,2009,117.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'драма'}]",7.17,6.8,5.5,100.0,,404553,344162,210,3,0,$,80000000.0,,,,2010-08-26T00:00:00.000Z,2010-06-24T00:00:00.000Z,2010-01-14T00:00:00.000Z,2010-01-11T00:00:00.000Z,4760458.0,$,94835059.0,$,157107755.0,$,,,,,
Реальные упыри,movie,2014,85.0,"[{'name': 'комедия'}, {'name': 'ужасы'}]",7.453,7.6,7.9,100.0,,404450,206639,190,12,0,$,1600000.0,,,,,,2015-04-16T00:00:00.000Z,2014-01-19T00:00:00.000Z,270618.0,$,3469224.0,$,7288730.0,$,,,,,
Человек-паук: Возвращение домой,movie,2017,133.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'приключения'}]",7.16,7.4,7.7,88.8889,,403380,748151,398,18,0,$,175000000.0,,2017-09-28T00:00:00.000Z,,,,2017-07-06T00:00:00.000Z,2017-06-28T00:00:00.000Z,17154063.0,$,334201140.0,$,880166924.0,$,WDSSPR,,,,
Грязь,movie,2013,93.0,"[{'name': 'криминал'}, {'name': 'комедия'}, {'name': 'драма'}]",7.65,7.0,6.2,88.8889,,402475,118562,96,9,0,,,,,,,2014-02-20T00:00:00.000Z,2013-11-28T00:00:00.000Z,2013-09-16T00:00:00.000Z,1319173.0,$,34411.0,$,8377987.0,$,,,,,
Алиса в Стране чудес,movie,2010,108.0,"[{'name': 'фэнтези'}, {'name': 'детектив'}, {'name': 'приключения'}, {'name': 'семейный'}]",7.129,6.4,5.8,28.5714,,402383,452002,276,7,0,$,200000000.0,,,,2010-07-01T00:00:00.000Z,2010-06-01T00:00:00.000Z,2010-03-04T00:00:00.000Z,2010-02-25T00:00:00.000Z,42134640.0,$,334191110.0,$,1025467110.0,$,BVSPR Disney,Уолт Дисней Компани СНГ,,,
Хэнкок,movie,2008,92.0,"[{'name': 'фантастика'}, {'name': 'боевик'}, {'name': 'драма'}, {'name': 'комедия'}]",7.412,6.4,5.4,0.0,,401330,524311,225,1,0,$,150000000.0,,,,2009-02-26T00:00:00.000Z,2008-08-21T00:00:00.000Z,2008-07-10T00:00:00.000Z,2008-06-16T00:00:00.000Z,25983000.0,$,227946274.0,$,624386771.0,$,BVSPR,Columbia/Sony,,,
Бумер,movie,2003,110.0,"[{'name': 'драма'}, {'name': 'криминал'}]",7.061,7.1,0.0,0.0,,398550,8246,0,1,0,$,700000.0,,,,,2009-09-10T00:00:00.000Z,2003-08-02T00:00:00.000Z,2004-01-19T00:00:00.000Z,1670000.0,$,,,1670000.0,$,,,,,
Человек дождя,movie,1988,133.0,[{'name': 'драма'}],8.239,8.0,8.1,0.0,,397749,559843,137,1,0,$,25000000.0,,,,2011-10-20T00:00:00.000Z,2009-07-23T00:00:00.000Z,1993-09-17T00:00:00.000Z,1988-12-12T00:00:00.000Z,,,172825435.0,$,354825435.0,$,Ист-Вест,Двадцатый Век Фокс СНГ,,,
Папины дочки. Новогодние,movie,2023,72.0,"[{'name': 'комедия'}, {'name': 'семейный'}]",7.81,0.0,0.0,0.0,,397745,0,0,0,0,,,,,,,,2023-12-29T00:00:00.000Z,,,,,,,,,,,,
Стажёр,movie,2015,121.0,"[{'name': 'мелодрама'}, {'name': 'комедия'}]",7.643,7.1,5.7,66.6667,,397743,289454,201,9,0,$,35000000.0,,2015-12-31T00:00:00.000Z,,2015-12-31T00:00:00.000Z,2015-12-31T00:00:00.000Z,2015-09-24T00:00:00.000Z,2015-09-15T00:00:00.000Z,,,75764672.0,$,194764672.0,$,Каро-Премьер,CP Дистрибуция,,,
Отряд самоубийц: Миссия навылет,movie,2021,132.0,"[{'name': 'боевик'}, {'name': 'фантастика'}, {'name': 'комедия'}, {'name': 'фэнтези'}]",6.68,7.2,7.5,94.1176,,397615,429008,383,34,0,$,185000000.0,,2021-09-02T00:00:00.000Z,,,,2021-08-05T00:00:00.000Z,2021-07-28T00:00:00.000Z,9185271.0,$,55817425.0,$,168717425.0,$,Каро-Премьер,,,,
